ticker,sector,industry
GAUZ,Technology,Electronic Components
GBAB,Financial Services,Asset Management
GBCI,Financial Services,Banks - Regional
GBDC,Financial Services,Asset Management
GBFH,Financial Services,Banks - Regional
GBIO,Healthcare,Biotechnology
GBLI,Financial Services,Insurance - Property & Casualty
GBR,Real Estate,Real Estate Services
GBTG,Consumer Cyclical,Travel Services
GBX,Industrials,Railroads
GCBC,Financial Services,Banks - Regional
GCI,Communication Services,Publishing
GCL,Communication Services,Electronic Gaming & Multimedia
GCMG,Financial Services,Asset Management
GCO,Consumer Cyclical,Apparel Retail
GCT,Technology,Software - Infrastructure
GCTK,Healthcare,Medical Instruments & Supplies
GCTS,Technology,Semiconductors
GCV,Financial Services,Asset Management
GD,Industrials,Aerospace & Defense
GDC,Communication Services,Electronic Gaming & Multimedia
GDDY,Technology,Software - Infrastructure
GDEN,Consumer Cyclical,Resorts & Casinos
GDEV,Communication Services,Electronic Gaming & Multimedia
GDHG,Consumer Cyclical,Leisure
GDL,Financial Services,Asset Management
GDO,Financial Services,Asset Management
GDOT,Financial Services,Credit Services
GDRX,Healthcare,Health Information Services
GDS,Technology,Information Technology Services
GDTC,Healthcare,Biotechnology
GDV,Financial Services,Asset Management
GDYN,Technology,Information Technology Services
GE,Industrials,Aerospace & Defense
GECC,Financial Services,Asset Management
GEF,Consumer Cyclical,Packaging & Containers
GEG,Financial Services,Asset Management
GEHC,Healthcare,Health Information Services
GEL,Energy,Oil & Gas Midstream
GELS,Healthcare,Drug Manufacturers - Specialty & Generic
GEMI,Financial Services,Capital Markets
GEN,Technology,Software - Infrastructure
GENC,Industrials,Farm & Heavy Construction Machinery
GENI,Communication Services,Internet Content & Information
GENK,Consumer Cyclical,Restaurants
GEO,Industrials,Security & Protection Services
GEOS,Energy,Oil & Gas Equipment & Services
GERN,Healthcare,Biotechnology
GES,Consumer Cyclical,Apparel Retail
GETY,Communication Services,Internet Content & Information
GEV,Industrials,Specialty Industrial Machinery
GEVO,Basic Materials,Specialty Chemicals
GF,Financial Services,Asset Management
GFAI,Industrials,Security & Protection Services
GFF,Industrials,Building Products & Equipment
GFI,Basic Materials,Gold
GFL,Industrials,Waste Management
GFR,Energy,Oil & Gas E&P
GFS,Technology,Semiconductors
GGAL,Financial Services,Banks - Regional
GGB,Basic Materials,Steel
GGG,Industrials,Specialty Industrial Machinery
GGN,Financial Services,Asset Management
GGR,Consumer Cyclical,Auto Manufacturers
GGT,Financial Services,Asset Management
GGZ,Financial Services,Asset Management
GH,Healthcare,Diagnostics & Research
GHC,Consumer Defensive,Education & Training Services
GHG,Consumer Cyclical,Lodging
GHI,Financial Services,Mortgage Finance
GHLD,Financial Services,Mortgage Finance
GHM,Industrials,Specialty Industrial Machinery
GHRS,Healthcare,Biotechnology
GHY,Financial Services,Asset Management
GIB,Technology,Information Technology Services
GIBO,Communication Services,Internet Content & Information
GIC,Industrials,Industrial Distribution
GIFI,Industrials,Metal Fabrication
GIFT,Communication Services,Internet Content & Information
GIG,Financial Services,Shell Companies
GIGM,Communication Services,Electronic Gaming & Multimedia
GIII,Consumer Cyclical,Apparel Manufacturing
GIL,Consumer Cyclical,Apparel Manufacturing
GILD,Healthcare,Drug Manufacturers - General
GILT,Technology,Communication Equipment
GIPR,Real Estate,REIT - Diversified
GIS,Consumer Defensive,Packaged Foods
GITS,Communication Services,Internet Content & Information
GJO,,
GJP,,
GJR,,
GJS,,
GJT,,
GKOS,Healthcare,Medical Devices
GL,Financial Services,Insurance - Life
GLAD,Financial Services,Asset Management
GLBE,Consumer Cyclical,Internet Retail
GLBS,Industrials,Marine Shipping
GLBZ,Financial Services,Banks - Regional
GLDD,Industrials,Engineering & Construction
GLDG,Basic Materials,Gold
GLDI,,
GLE,Technology,Information Technology Services
GLIBA,Communication Services,Telecom Services
GLMD,Healthcare,Biotechnology
GLNG,Energy,Oil & Gas Midstream
GLO,Financial Services,Asset Management
GLOB,Technology,Information Technology Services
GLP,Energy,Oil & Gas Midstream
GLPG,Healthcare,Biotechnology
GLPI,Real Estate,REIT - Specialty
GLQ,Financial Services,Asset Management
GLRE,Financial Services,Insurance - Reinsurance
GLSI,Healthcare,Biotechnology
GLTO,Healthcare,Biotechnology
GLU,Financial Services,Asset Management
GLUE,Healthcare,Biotechnology
GLV,Financial Services,Asset Management
GLW,Technology,Electronic Components
GLXG,Industrials,Staffing & Employment Services
GLXY,Financial Services,Capital Markets
GM,Consumer Cyclical,Auto Manufacturers
GMAB,Healthcare,Biotechnology
GME,Consumer Cyclical,Specialty Retail
GMED,Healthcare,Medical Devices
GMGI,Communication Services,Electronic Gaming & Multimedia
GMHS,Communication Services,Electronic Gaming & Multimedia
GMM,Technology,Information Technology Services
GMRE,Real Estate,REIT - Healthcare Facilities
GNE,Utilities,Utilities - Regulated Electric
GNFT,Healthcare,Biotechnology
GNK,Industrials,Marine Shipping
GNL,Real Estate,REIT - Diversified
GNLN,Consumer Defensive,Tobacco
GNLX,Healthcare,Biotechnology
GNPX,Healthcare,Biotechnology
GNRC,Industrials,Specialty Industrial Machinery
GNS,Consumer Defensive,Education & Training Services
GNSS,Technology,Scientific & Technical Instruments
GNT,Financial Services,Asset Management
GNTA,Healthcare,Biotechnology
GNTX,Consumer Cyclical,Auto Parts
GNTY,Financial Services,Banks - Regional
GNW,Financial Services,Insurance - Life
GO,Consumer Defensive,Grocery Stores
GOCO,Financial Services,Insurance Brokers
GOF,Financial Services,Asset Management
GOGO,Communication Services,Telecom Services
GOLF,Consumer Cyclical,Leisure
GOOD,Real Estate,REIT - Diversified
GOOG,Communication Services,Internet Content & Information
GOOS,Consumer Cyclical,Apparel Manufacturing
GORO,Basic Materials,Gold
GORV,Consumer Cyclical,Auto & Truck Dealerships
GOSS,Healthcare,Biotechnology
GOTU,Consumer Defensive,Education & Training Services
GOVX,Healthcare,Biotechnology
GP,Industrials,Farm & Heavy Construction Machinery
GPAT,Financial Services,Shell Companies
GPC,Consumer Cyclical,Auto Parts
GPCR,Healthcare,Biotechnology
GPI,Consumer Cyclical,Auto & Truck Dealerships
GPK,Consumer Cyclical,Packaging & Containers
GPMT,Real Estate,REIT - Mortgage
GPN,Industrials,Specialty Business Services
GPOR,Energy,Oil & Gas E&P
GPRE,Basic Materials,Chemicals
GPRK,Energy,Oil & Gas E&P
GPRO,Technology,Consumer Electronics
GPUS,Industrials,Aerospace & Defense
GRAB,Technology,Software - Application
GRAF,Financial Services,Shell Companies
GRAL,Healthcare,Diagnostics & Research
GRAN,Financial Services,Capital Markets
GRBK,Consumer Cyclical,Residential Construction
GRC,Industrials,Specialty Industrial Machinery
GRCE,Healthcare,Biotechnology
GRDN,Healthcare,Medical Care Facilities
GREE,Financial Services,Capital Markets
GRF,Financial Services,Asset Management
GRFS,Healthcare,Drug Manufacturers - General
GRI,Healthcare,Biotechnology
GRMN,Technology,Scientific & Technical Instruments
GRND,Technology,Software - Application
GRNQ,Industrials,Consulting Services
GRNT,Energy,Oil & Gas E&P
GRO,Basic Materials,Other Industrial Metals & Mining
GROV,Consumer Defensive,Household & Personal Products
GROW,Financial Services,Asset Management
GROY,Basic Materials,Gold
GRPN,Communication Services,Internet Content & Information
GRRR,Technology,Software - Infrastructure
GRVY,Communication Services,Electronic Gaming & Multimedia
GRWG,Consumer Cyclical,Specialty Retail
GRX,Financial Services,Asset Management
GS,Financial Services,Capital Markets
GSAT,Communication Services,Telecom Services
GSBC,Financial Services,Banks - Regional
GSBD,Financial Services,Asset Management
GSHD,Financial Services,Insurance Brokers
GSHR,Financial Services,Shell Companies
GSIT,Technology,Semiconductors
GSIW,Financial Services,Capital Markets
GSK,Healthcare,Drug Manufacturers - General
GSL,Industrials,Marine Shipping
GSM,Basic Materials,Other Industrial Metals & Mining
GSRFU,Financial Services,Shell Companies
GSRT,Financial Services,Shell Companies
GSUN,Consumer Defensive,Education & Training Services
GT,Consumer Cyclical,Auto Parts
GTBP,Healthcare,Biotechnology
GTE,Energy,Oil & Gas E&P
GTEC,Consumer Cyclical,Auto Parts
GTEN,,
GTERA,Financial Services,Shell Companies
GTES,Industrials,Specialty Industrial Machinery
GTI,Basic Materials,Other Industrial Metals & Mining
GTIM,Consumer Cyclical,Restaurants
GTLB,Technology,Software - Infrastructure
GTLS,Industrials,Specialty Industrial Machinery
GTM,Technology,Software - Application
GTN,Communication Services,Broadcasting
GTX,Consumer Cyclical,Auto Parts
GTY,Real Estate,REIT - Retail
GUG,Financial Services,Asset Management
GURE,Basic Materials,Chemicals
GUT,Financial Services,Asset Management
GUTS,Healthcare,Biotechnology
GV,Consumer Defensive,Education & Training Services
GVA,Industrials,Engineering & Construction
GVH,Industrials,Integrated Freight & Logistics
GWAV,Industrials,Waste Management
GWH,Industrials,Electrical Equipment & Parts
GWRE,Technology,Software - Application
GWRS,Utilities,Utilities - Regulated Water
GWW,Industrials,Industrial Distribution
GXAI,Communication Services,Electronic Gaming & Multimedia
GXO,Industrials,Integrated Freight & Logistics
GYRE,Healthcare,Biotechnology
GYRO,Real Estate,Real Estate Services
H,Consumer Cyclical,Lodging
HAE,Healthcare,Medical Devices
HAFC,Financial Services,Banks - Regional
HAFN,Industrials,Marine Shipping
HAIN,Consumer Defensive,Packaged Foods
HAL,Energy,Oil & Gas Equipment & Services
HALO,Healthcare,Biotechnology
HAO,Communication Services,Advertising Agencies
HAS,Consumer Cyclical,Leisure
HASI,Financial Services,Asset Management
HAYW,Industrials,Electrical Equipment & Parts
HBAN,Financial Services,Banks - Regional
HBB,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
HBCP,Financial Services,Banks - Regional
HBI,Consumer Cyclical,Apparel Manufacturing
HBIO,Healthcare,Medical Instruments & Supplies
HBM,Basic Materials,Copper
HBNB,Real Estate,Real Estate Services
HBNC,Financial Services,Banks - Regional
HBT,Financial Services,Banks - Regional
HCA,Healthcare,Medical Care Facilities
HCAI,Industrials,Farm & Heavy Construction Machinery
HCAT,Healthcare,Health Information Services
HCC,Basic Materials,Coking Coal
HCHL,,
HCI,Financial Services,Insurance - Property & Casualty
HCKT,Technology,Information Technology Services
HCM,Healthcare,Drug Manufacturers - Specialty & Generic
HCMAU,Financial Services,Shell Companies
HCSG,Healthcare,Medical Care Facilities
HCTI,Healthcare,Health Information Services
HCWB,Healthcare,Biotechnology
HCWC,Consumer Defensive,Packaged Foods
HD,Consumer Cyclical,Home Improvement Retail
HDB,Financial Services,Banks - Regional
HDL,Consumer Cyclical,Restaurants
HDSN,Basic Materials,Specialty Chemicals
HE,Utilities,Utilities - Regulated Electric
HEI,Industrials,Aerospace & Defense
HELE,Consumer Defensive,Household & Personal Products
HEPS,Consumer Cyclical,Internet Retail
HEQ,Financial Services,Asset Management
HERZ,Financial Services,Asset Management
HESM,Energy,Oil & Gas Midstream
HFBL,Financial Services,Banks - Regional
HFFG,Consumer Defensive,Food Distribution
HFRO,Financial Services,Asset Management
HFWA,Financial Services,Banks - Regional
HG,Financial Services,Insurance - Reinsurance
HGBL,Financial Services,Capital Markets
HGLB,Financial Services,Asset Management
HGTY,Financial Services,Insurance - Property & Casualty
HGV,Consumer Cyclical,Resorts & Casinos
HHH,Real Estate,Real Estate - Development
HHS,Industrials,Conglomerates
HI,Industrials,Specialty Industrial Machinery
HIFS,Financial Services,Banks - Regional
HIG,Financial Services,Insurance - Property & Casualty
HIHO,Industrials,Metal Fabrication
HII,Industrials,Aerospace & Defense
HIMS,Consumer Defensive,Household & Personal Products
HIMX,Technology,Semiconductors
HIND,Healthcare,Biotechnology
HIO,Financial Services,Asset Management
HIPO,Financial Services,Insurance - Property & Casualty
HIT,Technology,Software - Application
HITI,Healthcare,Pharmaceutical Retailers
HIVE,Financial Services,Capital Markets
HIW,Real Estate,REIT - Office
HIX,Financial Services,Asset Management
HKD,Technology,Software - Application
HKIT,Technology,Software - Application
HKPD,Healthcare,Pharmaceutical Retailers
HL,Basic Materials,Other Precious Metals & Mining
HLF,Consumer Defensive,Packaged Foods
HLI,Financial Services,Capital Markets
HLIO,Industrials,Specialty Industrial Machinery
HLIT,Technology,Communication Equipment
HLLY,Consumer Cyclical,Auto Parts
HLMN,Industrials,Tools & Accessories
HLN,Healthcare,Drug Manufacturers - Specialty & Generic
HLNE,Financial Services,Asset Management
HLP,Basic Materials,Steel
HLT,Consumer Cyclical,Lodging
HLVX,Healthcare,Biotechnology
HLX,Energy,Oil & Gas Equipment & Services
HMC,Consumer Cyclical,Auto Manufacturers
HMN,Financial Services,Insurance - Property & Casualty
HMR,Industrials,Marine Shipping
HMY,Basic Materials,Gold
HNGE,Healthcare,Health Information Services
HNI,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
HNNA,Financial Services,Asset Management
HNRG,Energy,Thermal Coal
HNST,Consumer Defensive,Household & Personal Products
HNVR,Financial Services,Banks - Regional
HNW,Financial Services,Asset Management
HOFT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
HOG,Consumer Cyclical,Recreational Vehicles
HOLO,Technology,Electronic Components
HOLX,Healthcare,Medical Instruments & Supplies
HOMB,Financial Services,Banks - Regional
HON,Industrials,Conglomerates
HOND,Financial Services,Shell Companies
HONE,Financial Services,Banks - Regional
HOOD,Financial Services,Capital Markets
HOPE,Financial Services,Banks - Regional
HOTH,Healthcare,Biotechnology
HOUR,Consumer Cyclical,Internet Retail
HOUS,Real Estate,Real Estate Services
HOV,Consumer Cyclical,Residential Construction
HOVNP,,
HOVR,Industrials,Aerospace & Defense
HOWL,Healthcare,Biotechnology
HP,Energy,Oil & Gas Drilling
HPAI,Technology,Software - Infrastructure
HPE,Technology,Communication Equipment
HPF,Financial Services,Asset Management
HPI,Financial Services,Asset Management
HPK,Energy,Oil & Gas E&P
HPP,Real Estate,REIT - Office
HPQ,Technology,Computer Hardware
HPS,Financial Services,Asset Management
HQH,Financial Services,Asset Management
HQI,Industrials,Staffing & Employment Services
HQL,Financial Services,Asset Management
HQY,Healthcare,Health Information Services
HR,Real Estate,REIT - Healthcare Facilities
HRB,Consumer Cyclical,Personal Services
HRI,Industrials,Rental & Leasing Services
HRL,Consumer Defensive,Packaged Foods
HRMY,Healthcare,Biotechnology
HROW,Healthcare,Drug Manufacturers - Specialty & Generic
HRTG,Financial Services,Insurance - Property & Casualty
HRTX,Healthcare,Biotechnology
HRZN,Financial Services,Asset Management
HSAI,Consumer Cyclical,Auto Parts
HSBC,Financial Services,Banks - Diversified
HSCS,Healthcare,Medical Devices
HSDT,Healthcare,Medical Devices
HSHP,Industrials,Marine Shipping
HSIC,Healthcare,Medical Distribution
HSII,Industrials,Staffing & Employment Services
HSPO,Financial Services,Shell Companies
HSPT,Financial Services,Shell Companies
HST,Real Estate,REIT - Hotel & Motel
HSTM,Healthcare,Health Information Services
HSY,Consumer Defensive,Confectioners
HTB,Financial Services,Banks - Regional
HTBK,Financial Services,Banks - Regional
HTCO,Industrials,Marine Shipping
HTCR,Technology,Software - Application
HTD,Financial Services,Asset Management
HTFL,Healthcare,Health Information Services
HTGC,Financial Services,Asset Management
HTH,Financial Services,Financial Conglomerates
HTHT,Consumer Cyclical,Lodging
HTLD,Industrials,Trucking
HTLM,Consumer Cyclical,Specialty Retail
HTO,Utilities,Utilities - Regulated Water
HTOO,Utilities,Utilities - Renewable
HTZ,Industrials,Rental & Leasing Services
HUBB,Industrials,Electrical Equipment & Parts
HUBC,Technology,Software - Infrastructure
